,title,budget,popularity,production_companies,release_date,revenue,runtime,status,tagline,vote_average,vote_count
215,Boys on the Side,21000000,3.030309,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Canal+', 'id': 5358}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'Hera Productions', 'id': 16192}]",1995-02-03,23450000.0,115.0,Released,"A motion picture that celebrates the art of survival, the gift of laughter and the miracle of friendship.",6.3,48.0
219,Clerks,27000,10.513367,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'View Askew Productions', 'id': 16934}]",1994-09-13,3151130.0,92.0,Released,Just because they serve you doesn't mean they like you.,7.4,769.0
220,Don Juan DeMarco,25000000,7.438934,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'American Zoetrope', 'id': 70}]",1994-10-01,22200000.0,97.0,Released,The story of the man who thought he was the greatest lover in the world... and the people who tried to cure him of it!,6.3,184.0
221,Disclosure,55000000,11.812244,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Baltimore Pictures', 'id': 11407}]",1994-12-09,214015089.0,123.0,Released,Sex Is Power.,5.9,217.0
223,Drop Zone,45000000,9.579155,"[{'name': 'Paramount Pictures', 'id': 4}]",1994-12-08,0.0,101.0,Released,Taking crime to new heights,5.1,91.0
227,Dumb and Dumber,16000000,9.844558,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Motion Picture Corporation of America (MPCA)', 'id': 11061}]",1994-12-16,247275374.0,107.0,Released,"What the one doesn't have, the other is missing.",6.5,1894.0
231,Ed Wood,18000000,11.720358,"[{'name': 'Touchstone Pictures', 'id': 9195}]",1994-09-27,5887457.0,127.0,Released,"When it came to making bad movies, Ed Wood was the best.",7.3,639.0
236,Hideaway,15000000,8.182165,"[{'name': 'TriStar Pictures', 'id': 559}]",1995-03-03,12201255.0,103.0,Released,He was bought back from the dead... but he didn't come back alone.,5.0,24.0
242,Hoop Dreams,700000,9.47666,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Kartemquin Films', 'id': 13042}]",1994-09-12,7830611.0,171.0,Released,An Extraordinary True Story.,7.7,91.0
243,Heavenly Creatures,5000000,9.438042,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'Miramax Films', 'id': 14}, {'name': 'New Zealand Film Commission', 'id': 294}, {'name': 'Fontana Productions', 'id': 2306}]",1994-09-02,3049135.0,99.0,Released,From a secret world no one could see... came a crime no one could believe.,6.9,299.0
244,Houseguest,10500000,2.688562,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]",1995-01-06,26325256.0,113.0,Released,,6.0,17.0
245,Immortal Beloved,120,7.983666,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Majestic Films International', 'id': 2630}, {'name': 'Icon Entertainment International', 'id': 4564}]",1994-12-16,0.0,121.0,Released,,6.9,90.0
248,I.Q.,25000000,5.146352,"[{'name': 'Paramount Pictures', 'id': 4}]",1994-12-24,0.0,100.0,Released,Think Love.,5.9,112.0
249,Interview with the Vampire,60000000,11.970205,"[{'name': 'Geffen Pictures', 'id': 360}]",1994-11-11,223664608.0,123.0,Released,Drink from me and live forever,7.2,1558.0
250,Jefferson in Paris,14000000,1.596058,"[{'name': 'Merchant Ivory Productions', 'id': 2370}, {'name': 'Touchstone Pictures', 'id': 9195}]",1995-03-31,2474000.0,139.0,Released,A powerful man torn between his love for one woman and his secret desire for another.,5.2,10.0
252,Junior,60000000,6.710215,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Northern Lights Entertainment', 'id': 8816}]",1994-11-22,37000000.0,109.0,Released,Nothing is inconceivable,4.7,381.0
255,Kiss of Death,40000000,7.797512,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1995-04-21,0.0,101.0,Released,,5.7,83.0
256,Star Wars,11000000,42.149697,"[{'name': 'Lucasfilm', 'id': 1}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1977-05-25,775398007.0,121.0,Released,"A long time ago in a galaxy far, far away...",8.1,6778.0
257,Little Women,18000000,9.774994,"[{'name': 'Columbia Pictures', 'id': 5}]",1994-12-21,0.0,115.0,Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",7.0,222.0
258,A Little Princess,17000000,7.731725,"[{'name': 'Warner Bros.', 'id': 6194}]",1995-05-10,0.0,97.0,Released,Every girl everywhere is a princess.,7.4,207.0
260,L'Enfer,10000000,1.948315,"[{'name': 'MK2 Productions', 'id': 9209}]",1994-02-16,0.0,100.0,Released,,6.6,22.0
261,Like Water for Chocolate,2000000,4.126083,"[{'name': 'Aviacsa', 'id': 84803}, {'name': 'Cinevista', 'id': 84804}]",1992-04-16,21665468.0,105.0,Released,"In Tita's kitchen, ordinary spices become a recipe for passion.",6.6,70.0
262,Legends of the Fall,30000000,12.199047,"[{'name': 'Bedford Falls Productions', 'id': 348}, {'name': 'TriStar Pictures', 'id': 559}, {'name': 'Pangaea', 'id': 1656}]",1994-12-16,160638883.0,133.0,Released,After the Fall from Innocence the Legend begins.,7.2,636.0
266,Love Affair,60000000,3.290192,"[{'name': 'Warner Bros.', 'id': 6194}]",1994-10-21,0.0,108.0,Released,,4.3,11.0
267,Losing Isaiah,17000000,7.698526,"[{'name': 'Paramount Pictures', 'id': 4}]",1995-03-17,7603766.0,106.0,Released,Who decides what makes a mother?,6.4,28.0
269,Mary Shelley's Frankenstein,45000000,14.287753,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'TriStar Pictures', 'id': 559}]",1994-11-04,112006296.0,123.0,Released,Be Warned.  It's Alive,6.1,272.0
271,Mixed Nuts,15000000,2.899608,"[{'name': 'TriStar Pictures', 'id': 559}]",1994-12-21,0.0,97.0,Released,,5.2,37.0
274,Miami Rhapsody,6,1.137266,"[{'name': 'Hollywood Pictures', 'id': 915}]",1995-01-27,5.0,95.0,Released,Love is great. Marriage is a completely different affair.,5.6,7.0
275,My Family,5500000,3.121288,"[{'name': 'American Zoetrope', 'id': 70}, {'name': 'American Playhouse', 'id': 3906}, {'name': 'Majestic Films International', 'id': 20928}, {'name': 'Newcomb Productions', 'id': 89873}]",1995-05-03,0.0,128.0,Released,Three generations of dreams.,7.0,11.0
278,Nell,31000000,5.930957,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Egg Pictures', 'id': 802}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1994-12-23,106683817.0,112.0,Released,Her heart. Her soul. Her language are a mystery...A mystery called Nell,6.1,128.0
281,Beyond Bedlam,4800000,0.426952,"[{'name': 'Metrodome Films', 'id': 11139}]",1994-04-22,0.0,89.0,Released,Psychological Terror Beyond Your Wildest Nightmares,4.0,4.0
284,Natural Born Killers,34000000,11.226856,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Ixtlan', 'id': 4198}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'New Regency Pictures', 'id': 10104}, {'name': 'J D Productions', 'id': 68551}]",1994-08-25,50282766.0,119.0,Released,The Media Made Them Superstars.,6.9,927.0
288,Outbreak,50000000,13.676444,"[{'name': 'Kopelson Entertainment', 'id': 824}, {'name': 'Punch Productions', 'id': 2154}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Arnold Kopelson Productions', 'id': 16775}]",1995-03-10,189859560.0,127.0,Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,6.4,522.0
289,Leon: The Professional,16000000,20.477329,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Gaumont', 'id': 9}]",1994-09-14,45284974.0,110.0,Released,"If you want a job done well, hire a professional.",8.2,4293.0
290,The Perez Family,11000000,1.433544,"[{'name': 'Samuel Goldwyn Company, The', 'id': 28205}]",1995-05-12,2832826.0,113.0,Released,"On the way to finding a family, she found love.",6.6,9.0
292,Pulp Fiction,8000000,140.950236,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}, {'name': 'Jersey Films', 'id': 216}]",1994-09-10,213928762.0,154.0,Released,Just because you are a character doesn't mean you have character.,8.3,8670.0
294,Pushing Hands,400000,1.638622,"[{'name': 'Ang Lee Productions', 'id': 5528}]",1992-02-01,152322.0,105.0,Released,,6.1,9.0
299,The Quick and the Dead,32000000,7.54701,"[{'name': 'TriStar Pictures', 'id': 559}]",1995-02-09,18552460.0,107.0,Released,Think you are quick enough?,6.2,431.0
300,Roommates,22000000,3.395867,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Interscope Communications', 'id': 10201}, {'name': 'Nomura Babcock & Brown', 'id': 12883}]",1995-03-01,12400000.0,108.0,Released,,6.4,7.0
301,Prêt-à-Porter,15000000,6.259433,"[{'name': 'Miramax Films', 'id': 14}]",1994-12-23,11300653.0,133.0,Released,"At the world's hottest fashion show, there's been a murder and now everyone's a suspect. If you've got something to hide, you'll need something to wear.",5.3,33.0
309,The Swan Princess,35000000,8.910462,"[{'name': 'Rich Animation Studios', 'id': 4108}]",1994-11-18,9771658.0,89.0,Released,An enchanting classic destined to capture your heart and free your spirit.,6.5,251.0
311,The Specialist,45000000,10.388183,"[{'name': 'Jerry Weintraub Productions', 'id': 2596}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Iguana Producciones', 'id': 11134}]",1994-10-07,170362582.0,110.0,Released,The government taught him to kill. Now he's using his skills to help a woman seek revenge against the Miami underworld.,5.5,317.0
312,Stargate,55000000,13.328924,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Carolco Entertainment', 'id': 10320}]",1994-10-27,196567262.0,121.0,Released,It will take you a million light years from home. But will it bring you back?,6.8,942.0
313,The Santa Clause,22000000,9.665424,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Hollywood Pictures', 'id': 915}]",1994-11-10,189833357.0,97.0,Released,What if your dad was Santa Claus?,6.3,501.0
314,The Shawshank Redemption,25000000,51.645403,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Warner Bros.', 'id': 6194}]",1994-09-23,28341469.0,142.0,Released,Fear can hold you prisoner. Hope can set you free.,8.5,8358.0
319,The Sum of Us,32,1.407427,"[{'name': 'Samuel Goldwyn Company', 'id': 798}]",1994-07-12,0.0,100.0,Released,We're all just . . . The Sum of Us.,6.0,21.0
322,Tank Girl,25000000,7.602087,"[{'name': 'Trilogy Entertainment Group', 'id': 2231}]",1995-03-31,4064495.0,98.0,Released,"In 2033, justice rides a tank and wears lip gloss.",5.5,140.0
324,Star Trek: Generations,38000000,8.105708,"[{'name': 'Paramount Pictures', 'id': 4}]",1994-11-17,120000000.0,118.0,Released,Boldly go.,6.4,461.0
325,Tales from the Hood,6000000,2.86007,"[{'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Savoy Pictures', 'id': 11308}]",1995-05-24,12000000.0,98.0,Released,Chill or be Chilled,5.4,33.0
330,The Underneath,6500000,2.059771,"[{'name': 'Populist Pictures', 'id': 14729}]",1995-04-28,0.0,99.0,Released,"For passion, betrayal and murder... there's still no place like home.",5.6,15.0
332,What's Eating Gilbert Grape,11000000,10.3919,"[{'name': 'Paramount Pictures', 'id': 4}]",1993-12-17,10032765.0,118.0,Released,A film about the love you find...In the last place you look.,7.5,943.0
333,Virtuosity,30000000,5.188399,"[{'name': 'Paramount Pictures', 'id': 4}]",1995-08-04,24048000.0,106.0,Released,Justice needs a new program.,5.4,163.0
334,While You Were Sleeping,17000000,15.783615,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]",1995-04-21,182057016.0,103.0,Released,A story about love at second sight.,6.5,340.0
337,Muriel's Wedding,3000000,5.254847,"[{'name': 'Ciby 2000', 'id': 105}, {'name': 'Film Victoria', 'id': 11840}, {'name': 'House & Moorhouse Films', 'id': 39250}]",1994-09-29,15119639.0,106.0,Released,Success is the best revenge.,6.9,104.0
339,Ace Ventura: Pet Detective,15000000,11.247957,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]",1994-02-04,107217396.0,86.0,Released,"He's the best there is! (Actually, he's the only one there is.)",6.4,1684.0
342,Bitter Moon,5000000,11.298195,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'R.P. Productions', 'id': 355}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Les Films Alain Sarde', 'id': 635}, {'name': 'Canal+', 'id': 5358}, {'name': 'Timothy Burrill Productions', 'id': 8131}]",1992-09-02,1862805.0,139.0,Released,A kinky voyage with a full head of steam.,7.0,115.0
344,Clear and Present Danger,62000000,7.513245,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Mace Neufeld Productions', 'id': 2767}]",1994-08-03,215887717.0,141.0,Released,The war of drugs would lead him to the war of power.,6.4,390.0
345,The Client,45000000,15.263829,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Warner Bros.', 'id': 6194}]",1994-07-20,117615211.0,119.0,Released,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,6.4,287.0
348,The Crow,15000000,15.799336,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Crowvision Inc.', 'id': 4028}, {'name': 'Entertainment Media Investment Corporation', 'id': 4029}, {'name': 'Jeff Most Productions', 'id': 4030}, {'name': 'Edward R. Pressman Film', 'id': 6455}]",1994-05-11,94000000.0,102.0,Released,Real love is forever.,7.3,980.0
350,The Flintstones,46000000,15.019586,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Hanna-Barbera Productions', 'id': 1353}]",1994-05-26,341631208.0,91.0,Released,Yabba-Dabba-Doo!,5.0,559.0
351,Forrest Gump,55000000,48.307194,"[{'name': 'Paramount Pictures', 'id': 4}]",1994-07-06,677945399.0,142.0,Released,"The world will never be the same, once you've seen it through the eyes of Forrest Gump.",8.2,8147.0
352,Four Weddings and a Funeral,6000000,8.990345,"[{'name': 'Channel Four Films', 'id': 181}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]",1994-03-09,254700832.0,117.0,Released,Five good reasons to stay single.,6.6,654.0
355,I Love Trouble,45000000,3.570874,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Touchstone Pictures', 'id': 9195}]",1994-06-29,61947267.0,123.0,Released,Romance Was Never More Dangerous!,5.3,41.0
359,The Lion King,45000000,21.605761,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]",1994-06-23,788241776.0,89.0,Released,Life's greatest adventure is finding your place in the Circle of Life.,8.0,5520.0
360,Little Buddha,35000000,5.681522,"[{'name': 'Miramax Films', 'id': 14}]",1993-12-01,4858139.0,140.0,Released,A magical journey to a place where the past and present meet,6.0,76.0
361,New Nightmare,14000000,9.860522,"[{'name': 'New Line Cinema', 'id': 12}]",1994-10-13,18090181.0,112.0,Released,"One, Two, Freddy's coming for you...",6.4,297.0
362,The Mask,23000000,14.13488,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Dark Horse Entertainment', 'id': 552}]",1994-07-29,351583407.0,101.0,Released,From zero to hero.,6.6,2550.0
365,The Naked Gun 33⅓: The Final Insult,30000000,10.587232,"[{'name': 'Paramount Pictures', 'id': 4}]",1994-03-18,51132598.0,83.0,Released,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!",6.4,535.0
366,The Paper,6000000,4.006063,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]",1994-03-18,0.0,112.0,Released,"A behind-the-lines look at work, marriage and other forms of combat.",6.1,40.0
367,Reality Bites,11500000,6.514592,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Jersey Films', 'id': 216}]",1994-02-18,20079850.0,99.0,Released,A comedy about love in the '90s,6.5,180.0
368,Red Rock West,8000000,5.137903,"[{'name': 'Propaganda Films', 'id': 278}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]",1993-07-08,2000000.0,98.0,Released,Where nothing is as it seems.,6.4,71.0
369,Ri¢hie Ri¢h,40000000,6.595255,"[{'name': 'Davis Entertainment', 'id': 1302}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]",1994-12-19,0.0,95.0,Released,An adventure so big... even the world's richest kid can't afford to miss it!,5.4,426.0
371,The River Wild,45000000,10.511241,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'David Foster Productions', 'id': 496}, {'name': 'Turman-Foster Company', 'id': 662}]",1994-09-30,0.0,111.0,Released,The vacation is over,6.1,214.0
372,Speed,30000000,10.859292,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]",1994-06-09,350448145.0,116.0,Released,Get ready for rush hour,6.8,1814.0
374,Timecop,27000000,8.907074,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Renaissance Pictures', 'id': 467}, {'name': 'Dark Horse Entertainment', 'id': 552}, {'name': 'Largo Entertainment', 'id': 1644}, {'name': 'Signature Pictures', 'id': 2982}, {'name': 'JVC Entertainment Networks', 'id': 4248}]",1994-09-15,101646581.0,99.0,Released,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,5.5,288.0
375,True Lies,115000000,11.396099,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Lightstorm Entertainment', 'id': 574}]",1994-07-14,378882411.0,141.0,Released,"When he said I do, he never said what he did.",6.8,1138.0
378,Wyatt Earp,63000000,9.277147,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Kasdan Pictures', 'id': 13040}, {'name': 'Paragon Entertainment Corp.', 'id': 24217}]",1994-06-24,25052000.0,191.0,Released,The epic story of love and adventure in a lawless land.,6.5,203.0
382,A Low Down Dirty Shame,10000000,3.021526,"[{'name': 'Caravan Pictures', 'id': 175}, {'name': 'Hollywood Pictures', 'id': 915}]",1994-11-23,29392418.0,100.0,Released,He's armed and dangerously funny.,6.0,31.0
385,"Faster, Pussycat! Kill! Kill!",45000,4.220541,"[{'name': 'Eve Productions Inc.', 'id': 170}]",1965-08-06,0.0,83.0,Released,Go-Go For a Wild Ride With the ACTION GIRLS!,6.5,59.0
386,Jason's Lyric,7000000,0.912909,[],1994-09-28,20851521.0,119.0,Released,Love is courage.,5.9,9.0
388,Street Fighter,35000000,13.58449,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Capcom', 'id': 7220}]",1994-12-22,99423521.0,102.0,Released,The fight to save the world is on!,4.1,330.0
400,Highlander: The Final Dimension,26000000,6.866634,"[{'name': 'Trans-Film', 'id': 2662}, {'name': 'Initial Groupe', 'id': 22240}, {'name': 'Lumière Pictures', 'id': 25129}, {'name': 'Fallingcloud', 'id': 30655}]",1994-11-29,36800000.0,99.0,Released,"Throughout time they have hunted each other fulfilling the prophecy, that there can be only one.",4.5,110.0
